n=496, 0 0 1 1 1 1 0 0 
n=504, 0 0 1 0 1 0 1 1 
n=512, 0 1 1 1 1 0 1 1 
n=520, 0 0 0 0 0 1 0 1 
n=528, 1 0 0 1 0 0 0 1 
n=536, 0 1 1 0 0 0 1 0 
n=544, 1 1 0 1 1 0 1 1 
n=552, 1 1 1 0 1 1 0 0 
n=560, 1 0 0 1 1 1 0 0 
n=568, 0 0 1 0 0 1 1 0 
n=576, 0 0 1 1 0 1 1 0 
n=584, 0 0 1 0 0 0 0 0 
n=592, 1 0 0 1 1 1 0 0 
n=600, 1 0 0 0 0 0 1 1 
n=608, 0 0 0 1 1 0 1 1 
n=616, 1 0 1 0 0 0 0 0 
n=624, 1 1 1 1 0 1 0 1 
n=632, 1 0 0 0 0 1 1 0 
n=640, 0 0 1 1 1 0 1 1 
n=648, 0 1 0 0 1 1 0 0 
n=656, 0 0 1 1 1 1 0 0 
n=664, 1 0 0 0 0 1 1 0 
n=672, 1 0 0 1 1 0 1 0 
n=680, 0 1 0 0 0 0 0 0 
n=688, 1 0 1 1 1 0 0 0 
n=696, 0 1 1 0 0 1 1 1 
n=704, 1 0 1 1 1 1 1 1 
n=712, 0 1 0 0 0 0 0 0 
n=720, 0 1 0 1 0 1 0 1 
n=728, 0 0 1 0 1 1 1 1 
n=736, 1 0 0 1 1 1 1 1 
n=744, 1 1 1 0 0 0 0 0 
n=752, 0 1 0 1 1 0 0 0 
n=760, 1 0 1 0 1 0 1 1 
n=768, 0 1 1 1 1 0 1 0 
n=776, 1 1 1 0 0 1 0 0 
n=784, 0 1 0 1 1 0 0 0 
n=792, 0 1 0 0 0 1 1 1 
n=800, 0 0 0 1 0 1 1 1 
n=808, 1 1 1 0 0 1 0 0 
n=816, 1 0 1 1 1 0 0 1 
n=824, 1 1 1 0 1 0 1 1 
n=832, 1 0 1 1 0 1 1 1 
n=840, 0 0 0 0 0 0 0 0 
n=848, 1 1 1 1 1 0 0 0 
n=856, 0 1 0 0 1 0 1 1 
n=864, 0 1 0 1 1 1 1 0 
n=872, 0 1 0 0 1 1 0 0 
n=880, 1 1 1 1 1 1 0 0 
n=888, 1 0 1 0 0 1 1 1 
n=896, 1 1 1 1 0 0 1 1 
n=904, 0 1 0 0 1 1 0 0 
n=912, 0 0 0 1 1 0 0 1 
n=920, 1 1 0 0 1 0 1 1 
n=928, 0 1 0 1 0 0 1 1 
n=936, 0 0 1 0 0 1 0 1 
n=944, 0 1 0 1 0 1 0 0 
n=952, 1 1 1 0 1 0 1 1 
n=960, 1 0 1 1 1 1 1 0 
n=968, 1 0 1 0 1 0 0 0 
n=976, 0 1 0 1 0 1 0 0 
n=984, 0 0 0 0 0 0 1 1 
n=992, 1 1 0 1 0 0 1 1 
n=1000, 0 0 1 0 1 0 0 0 
n=1008, 0 0 1 1 1 1 0 1 
n=1016, 0 1 1 0 1 1 1 1 
n=1024, 1 1 0 1 0 0 1 1 
n=1032, 1 1 0 0 0 1 0 1 
n=1040, 1 0 1 1 0 1 0 0 
n=1048, 0 0 0 0 1 1 1 1 
n=1056, 0 0 1 1 1 0 1 0 
n=1064, 1 0 0 0 1 0 0 0 
n=1072, 0 0 1 1 0 0 0 0 
n=1080, 1 0 1 0 1 0 1 0 
n=1088, 0 1 1 1 0 1 1 0 
n=1096, 1 0 0 0 1 0 0 0 
n=1104, 1 1 0 1 1 1 0 1 
n=1112, 1 0 0 0 1 1 1 1 
n=1120, 0 0 1 1 0 1 1 0 
n=1128, 0 1 1 0 0 0 0 1 
n=1136, 0 0 0 1 0 0 0 0 
n=1144, 0 0 1 0 1 1 1 1 
n=1152, 1 0 0 1 0 0 1 0 
n=1160, 0 0 1 0 1 0 0 0 
n=1168, 1 0 0 1 0 0 0 1 
n=1176, 1 1 0 0 1 1 1 0 
n=1184, 1 0 0 1 0 1 1 0 
n=1192, 0 1 1 0 1 1 0 0 
n=1200, 0 1 1 1 1 0 0 1 
n=1208, 0 0 1 0 1 0 1 1 
n=1216, 0 0 0 1 0 1 1 0 
n=1224, 1 1 0 0 1 0 0 1 
n=1232, 0 0 0 1 0 0 0 1 
n=1240, 1 0 0 0 0 0 1 1 
n=1248, 1 1 1 1 0 1 1 0 
n=1256, 1 1 0 0 1 1 0 0 
n=1264, 0 1 1 1 0 0 0 1 
n=1272, 0 1 1 0 1 1 1 0 
n=1280, 0 0 1 1 0 0 1 0 
n=1288, 1 1 0 0 1 1 0 0 
n=1296, 1 1 0 1 0 0 0 1 
n=1304, 0 1 0 0 0 0 1 1 
n=1312, 1 0 1 1 1 0 1 0 
n=1320, 1 0 1 0 1 1 0 1 
n=1328, 1 1 1 1 0 1 0 1 
n=1336, 0 1 1 0 0 0 1 1 
n=1344, 0 1 0 1 0 1 1 0 
n=1352, 0 1 1 0 0 1 0 0 
n=1360, 1 1 0 1 0 1 0 1 
n=1368, 1 1 0 0 1 0 1 0 
n=1376, 0 1 0 1 1 0 1 0 
n=1384, 1 1 1 0 0 0 0 0 
n=1392, 0 0 1 1 0 0 0 1 
n=1400, 1 1 1 0 0 1 1 1 
n=1408, 0 1 0 1 1 0 1 0 
n=1416, 0 0 0 0 1 1 0 1 
n=1424, 0 1 0 1 1 1 0 1 
n=1432, 1 1 0 0 0 1 1 1 
n=1440, 1 1 1 1 0 0 1 1 
n=1448, 0 0 0 0 0 0 0 0 
n=1456, 1 1 1 1 1 1 0 1 
n=1464, 0 0 0 0 1 0 1 0 
n=1472, 1 1 1 1 1 1 1 0 
n=1480, 0 0 0 0 0 0 0 0 
n=1488, 0 0 0 1 0 1 0 0 
n=1496, 0 1 0 0 0 1 1 1 
n=1504, 1 1 1 1 1 1 1 0 
n=1512, 1 1 1 0 1 0 0 1 
n=1520, 1 0 1 1 1 0 0 1 
n=1528, 1 1 0 0 0 1 1 1 
n=1536, 0 0 0 1 0 0 1 1 
n=1544, 1 0 1 0 0 0 0 0 
n=1552, 0 0 0 1 1 0 0 1 
n=1560, 0 0 1 0 1 1 1 0 
n=1568, 0 1 0 1 1 1 1 0 
n=1576, 1 0 1 0 0 1 0 0 
n=1584, 1 1 1 1 0 1 0 0 
n=1592, 1 0 1 0 0 0 1 1 
n=1600, 0 1 0 1 1 1 1 0 
n=1608, 0 1 0 0 1 0 0 1 
n=1616, 1 0 0 1 1 0 0 1 
n=1624, 0 0 1 0 0 0 1 1 
n=1632, 0 0 1 1 1 1 1 1 
n=1640, 0 0 0 0 0 1 0 1 
n=1648, 1 0 1 1 1 0 0 1 
n=1656, 1 1 0 0 0 1 1 0 
n=1664, 1 0 1 1 1 1 1 0 
n=1672, 0 0 0 0 0 1 0 1 
n=1680, 0 1 0 1 0 0 0 0 
n=1688, 1 0 0 0 0 0 1 1 
n=1696, 0 0 1 1 1 0 1 0 
n=1704, 1 1 1 0 0 0 0 1 
n=1712, 0 0 1 1 1 1 0 1 
n=1720, 1 0 0 0 0 0 1 0 
n=1728, 1 1 0 1 1 1 1 1 
n=1736, 1 1 0 0 0 1 0 1 
n=1744, 0 1 0 1 1 1 0 1 
n=1752, 0 1 1 0 0 0 1 0 
n=1760, 1 0 0 1 1 0 1 0 
n=1768, 0 1 1 0 0 1 0 1 
n=1776, 1 1 1 1 1 0 0 0 
n=1784, 0 0 1 0 1 1 1 0 
n=1792, 1 0 0 1 0 0 1 0 
n=1800, 1 0 0 0 0 1 0 1 
n=1808, 1 1 0 1 1 1 0 1 
n=1816, 0 1 1 0 1 1 1 0 
n=1824, 0 1 1 1 1 0 1 1 
n=1832, 0 1 1 0 0 0 0 1 
n=1840, 0 1 1 1 1 1 0 1 
n=1848, 1 1 0 0 0 0 1 0 
n=1856, 0 0 1 1 0 0 1 0 
n=1864, 1 1 0 0 1 0 0 1 
n=1872, 1 0 0 1 1 1 0 0 
n=1880, 1 1 0 0 1 1 1 0 
n=1888, 0 1 1 1 0 1 1 0 
n=1896, 0 0 1 0 0 1 0 1 
n=1904, 0 1 1 1 1 0 0 1 
n=1912, 1 1 0 0 1 1 1 0 
n=1920, 1 1 0 1 1 0 1 1 
n=1928, 0 1 0 0 1 0 0 1 
n=1936, 1 1 1 1 0 0 0 1 
n=1944, 1 0 1 0 0 1 1 0 
n=1952, 1 1 0 1 0 1 1 0 
n=1960, 0 0 1 0 1 0 0 1 
n=1968, 0 0 0 1 1 1 0 0 
n=1976, 0 1 1 0 1 0 1 0 
n=1984, 1 1 0 1 0 1 1 0 
n=1992, 1 0 0 0 0 0 0 0 
n=2000, 0 0 0 1 0 0 0 1 
n=2008, 1 1 1 0 1 0 1 0 
