n=1528, 1 1 0 0 0 0 0 0 
n=1536, 1 1 0 0 0 0 0 1 
n=1544, 1 1 0 0 0 0 1 0 
n=1552, 1 1 0 0 0 0 1 1 
n=1560, 1 1 0 0 0 1 0 0 
n=1568, 1 1 0 0 0 1 0 1 
n=1576, 1 1 0 0 0 1 1 0 
n=1584, 1 1 0 0 0 1 1 1 
n=1592, 1 1 0 0 1 0 0 0 
n=1600, 1 1 0 0 1 0 0 1 
n=1608, 1 1 0 0 1 0 1 0 
n=1616, 1 1 0 0 1 0 1 1 
n=1624, 1 1 0 0 1 1 0 0 
n=1632, 1 1 0 0 1 1 0 1 
n=1640, 1 1 0 0 1 1 1 0 
n=1648, 1 1 0 0 1 1 1 1 
n=1656, 1 1 0 1 0 0 0 0 
n=1664, 1 1 0 1 0 0 0 1 
n=1672, 1 1 0 1 0 0 1 0 
n=1680, 1 1 0 1 0 0 1 1 
n=1688, 1 1 0 1 0 1 0 0 
n=1696, 1 1 0 1 0 1 0 1 
n=1704, 1 1 0 1 0 1 1 0 
n=1712, 1 1 0 1 0 1 1 1 
n=1720, 1 1 0 1 1 0 0 0 
n=1728, 1 1 0 1 1 0 0 1 
n=1736, 1 1 0 1 1 0 1 0 
n=1744, 1 1 0 1 1 0 1 1 
n=1752, 1 1 0 1 1 1 0 0 
n=1760, 1 1 0 1 1 1 0 1 
n=1768, 1 1 0 1 1 1 1 0 
n=1776, 1 1 0 1 1 1 1 1 
n=1784, 1 1 1 0 0 0 0 0 
n=1792, 1 1 1 0 0 0 0 1 
n=1800, 1 1 1 0 0 0 1 0 
n=1808, 1 1 1 0 0 0 1 1 
n=1816, 1 1 1 0 0 1 0 0 
n=1824, 1 1 1 0 0 1 0 1 
n=1832, 1 1 1 0 0 1 1 0 
n=1840, 1 1 1 0 0 1 1 1 
n=1848, 1 1 1 0 1 0 0 0 
n=1856, 1 1 1 0 1 0 0 1 
n=1864, 1 1 1 0 1 0 1 0 
n=1872, 1 1 1 0 1 0 1 1 
n=1880, 1 1 1 0 1 1 0 0 
n=1888, 1 1 1 0 1 1 0 1 
n=1896, 1 1 1 0 1 1 1 0 
n=1904, 1 1 1 0 1 1 1 1 
n=1912, 1 1 1 1 0 0 0 0 
n=1920, 1 1 1 1 0 0 0 1 
n=1928, 1 1 1 1 0 0 1 0 
n=1936, 1 1 1 1 0 0 1 1 
n=1944, 1 1 1 1 0 1 0 0 
n=1952, 1 1 1 1 0 1 0 1 
n=1960, 1 1 1 1 0 1 1 0 
n=1968, 1 1 1 1 0 1 1 1 
n=1976, 1 1 1 1 1 0 0 0 
n=1984, 1 1 1 1 1 0 0 1 
n=1992, 1 1 1 1 1 0 1 0 
n=2000, 1 1 1 1 1 0 1 1 
n=2008, 1 1 1 1 1 1 0 0 
